song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Who We Are,49,205757,0.000134,0.342,0.87,0.00041900000000000005,7,0.0703,-6.303999999999999,0,0.0764,163.116,4,0.304
Don't Like.1,64,283653,0.00822,0.6679999999999999,0.628,0.0,6,0.145,-5.327000000000001,0,0.205,131.88,4,0.621
When I'm With Him,64,193946,0.301,0.779,0.846,9.05e-06,1,0.0624,-5.68,1,0.0345,116.01,4,0.757
Never Not,76,208000,0.693,0.47,0.221,0.0,5,0.10400000000000001,-9.243,1,0.0371,133.714,4,0.264
Broken Machine,36,234665,0.0595,0.659,0.659,0.0,5,0.124,-6.358,0,0.0608,172.05200000000002,4,0.765
If You Wanna (feat. Ayelle),50,181960,0.6809999999999999,0.765,0.491,0.0145,8,0.10400000000000001,-8.685,0,0.311,94.949,4,0.353
Dear God - Recorded at Woodshed Recording Malibu,50,182469,0.10800000000000001,0.601,0.551,0.0,8,0.221,-10.755999999999998,0,0.0799,119.824,4,0.319
Mambo Is Here to Stay,20,179073,0.9790000000000001,0.619,0.626,0.807,11,0.141,-10.286,1,0.175,164.28799999999998,4,0.8440000000000001
Pretty Girl - Cheat Codes X CADE Remix,77,193613,0.15,0.703,0.868,0.132,7,0.10400000000000001,-4.6610000000000005,0,0.0291,121.03,4,0.733
Get Some Freedom (feat. Dragonette),43,217546,5.3500000000000006e-05,0.5429999999999999,0.828,0.368,7,0.29100000000000004,-5.0360000000000005,0,0.107,120.014,4,0.456
Ya Baba,49,231991,0.0928,0.812,0.6459999999999999,8.87e-05,10,0.324,-7.257000000000001,0,0.0597,118.03299999999999,4,0.634
Million Reasons - Andrelli Remix,48,244899,0.34,0.5379999999999999,0.8009999999999999,0.0,0,0.314,-3.623,1,0.0456,140.082,4,0.42100000000000004
Good For You,16,248003,0.456,0.528,0.66,0.0,6,0.131,-6.495,1,0.38299999999999995,197.979,4,0.46399999999999997
Love No More,66,168635,0.0205,0.765,0.672,5.920000000000001e-05,0,0.258,-6.251,1,0.0538,121.006,4,0.222
El Dolor es un Momento,49,198872,0.578,0.72,0.612,0.004229999999999999,4,0.11599999999999999,-8.525,0,0.047,120.009,4,0.4
Livin' la Vida Loca,73,243160,0.00411,0.425,0.9540000000000001,0.0,1,0.0555,-3.7560000000000002,0,0.0476,178.043,4,0.9329999999999999
I Hate Myself for Loving You,66,246800,0.0846,0.611,0.883,1.2e-06,9,0.192,-11.225,1,0.0539,117.928,4,0.604
Stay,76,240706,0.938,0.621,0.306,6.709999999999999e-05,9,0.129,-9.78,0,0.0268,111.926,4,0.0853
Alwayz Into Somethin',20,264960,0.0123,0.6759999999999999,0.882,0.0,4,0.20600000000000002,-4.486000000000001,1,0.22,88.413,4,0.8170000000000001
Lucky Love,56,286185,0.48700000000000004,0.66,0.313,0.00349,5,0.105,-13.287,1,0.0263,143.972,3,0.226
Fate,45,188680,0.10400000000000001,0.316,0.568,0.0102,10,0.28,-7.9879999999999995,1,0.0922,149.217,4,0.42
Brimful of Asha - Norman Cook Remix,57,240933,0.184,0.664,0.953,0.0,11,0.113,-2.839,1,0.0584,125.671,4,0.9490000000000001
Forever for Now,46,211306,0.184,0.6459999999999999,0.506,0.0,10,0.0886,-7.269,0,0.0307,139.991,4,0.41200000000000003
Might Not Like Me,65,196319,0.284,0.88,0.675,0.0,4,0.10300000000000001,-5.035,1,0.0359,114.022,4,0.561
Another One Bites The Dust - Remastered 2011,74,214653,0.115,0.951,0.53,0.179,5,0.17,-6.593999999999999,0,0.17800000000000002,109.979,4,0.6990000000000001
In Your Eyes,13,329013,0.0623,0.636,0.7240000000000001,6.62e-06,11,0.0973,-7.327999999999999,0,0.0367,89.319,4,0.632
Carnaval,0,178346,0.715,0.528,0.546,9.6e-06,9,0.11199999999999999,-9.958,0,0.0247,83.52799999999999,3,0.436
La Vida Es Un Carnaval,24,275253,0.439,0.82,0.7170000000000001,0.00107,8,0.23600000000000002,-6.191,1,0.0722,104.005,4,0.843
Chase Me - Single Version - Music From The Motion Picture Baby Driver,50,206746,0.00223,0.5770000000000001,0.619,2.3899999999999998e-05,8,0.17800000000000002,-7.329,1,0.221,81.336,4,0.409
Amor Narcótico,60,316960,0.473,0.7040000000000001,0.687,0.0,8,0.0784,-10.302,1,0.133,111.932,4,0.645
Get The Party Started,67,191666,0.0012699999999999999,0.8059999999999999,0.902,0.0,11,0.212,-3.387,0,0.0475,128.94299999999998,4,0.961
Gin And Juice (feat. Dat Nigga Daz),76,211493,0.0285,0.5489999999999999,0.853,0.000296,7,0.618,-4.293,1,0.188,94.695,4,0.34600000000000003
Infra-Red,69,230933,0.00115,0.568,0.907,0.0,5,0.0982,-4.641,0,0.0488,112.037,4,0.337
Here's A Quarter [Call Someone Who Cares],59,152640,0.196,0.654,0.537,0.0,7,0.11900000000000001,-8.067,1,0.0257,112.43700000000001,3,0.597
Everlong - Acoustic Version,70,250906,0.909,0.643,0.344,0.0112,2,0.106,-11.342,1,0.0349,144.171,4,0.547
Are You Ready,72,261705,0.00010800000000000001,0.528,0.976,0.0,2,0.24,-2.188,1,0.0803,100.08200000000001,4,0.511
Superlove (feat. Oh Wonder),71,184814,0.203,0.578,0.491,0.00037799999999999997,11,0.182,-8.544,0,0.21,98.273,4,0.64
Candle In The Wind,8,231173,0.248,0.603,0.546,3.16e-06,4,0.21,-8.498,1,0.0287,124.139,4,0.598
Day Dreaming (feat. Floyd Miles),39,266017,0.09,0.6759999999999999,0.593,0.0,7,0.192,-11.663,0,0.413,138.735,4,0.287
savacu,56,94814,0.247,0.636,0.14800000000000002,0.748,8,0.111,-13.895,1,0.0815,80.96,4,0.565
My Girl,80,165000,0.625,0.579,0.419,0.0,0,0.0981,-10.72,1,0.0346,104.564,4,0.6729999999999999
Replay,68,209186,0.0416,0.688,0.723,0.0002,6,0.302,-6.682,0,0.121,140.023,4,0.618
Count My Blessings,42,174262,0.205,0.7509999999999999,0.5660000000000001,0.0,7,0.10400000000000001,-7.122000000000001,0,0.0582,123.945,4,0.391
Counting Stars,76,257839,0.0654,0.664,0.705,0.0,1,0.115,-4.9719999999999995,0,0.0382,122.01700000000001,4,0.47700000000000004
Mountain To Move,61,236280,0.431,0.662,0.9470000000000001,0.006999999999999999,7,0.0974,-6.409,1,0.0517,110.006,4,0.31
Pretty Girl - Cheat Codes X CADE Remix,76,193613,0.15,0.703,0.868,0.132,7,0.10400000000000001,-4.6610000000000005,0,0.0291,121.03,4,0.733
HIYA,46,247616,0.01,0.648,0.677,4.6e-05,1,0.17600000000000002,-6.287999999999999,1,0.185,105.00200000000001,4,0.34
Bicycle,48,193995,0.049,0.752,0.491,0.0,8,0.34,-9.682,0,0.0458,122.99,4,0.73
Beautiful Crazy,58,193200,0.6759999999999999,0.552,0.402,0.0,11,0.0928,-7.431,1,0.0262,103.31299999999999,4,0.382
First Person On Earth,8,173447,0.23199999999999998,0.47700000000000004,0.8190000000000001,0.0,4,0.182,-5.002,0,0.32899999999999996,80.273,4,0.32799999999999996
Homecoming - Single Version,40,201000,0.943,0.638,0.301,0.00705,11,0.13,-17.691,1,0.0474,122.76700000000001,4,0.6759999999999999
Frozen Ground,49,223500,0.0102,0.625,0.8190000000000001,0.000135,1,0.268,-5.672999999999999,0,0.11,130.014,4,0.22699999999999998
BACK ON MY SH*T,67,169482,0.16,0.733,0.737,0.0,11,0.379,-6.362,0,0.26,149.048,4,0.293
X,88,173627,0.0364,0.595,0.773,0.00108,9,0.33399999999999996,-4.736000000000001,0,0.0549,180.07299999999998,4,0.711
Lover Of The Light,60,314893,0.00725,0.3,0.7070000000000001,0.0007480000000000001,2,0.285,-6.585,1,0.0507,105.916,4,0.386
Bulletproof,65,177048,0.000198,0.39,0.91,0.0,5,0.156,-3.2680000000000002,0,0.133,162.253,4,0.644
Clique,52,293613,0.0601,0.71,0.555,0.0,9,0.22699999999999998,-5.942,0,0.295,109.204,5,0.303
Bad (feat. Vassy) - Radio Edit,66,170625,0.00125,0.614,0.972,0.0186,5,0.32799999999999996,-3.927,0,0.08800000000000001,127.96600000000001,4,0.41100000000000003
Fortune - Acoustic,64,228013,0.924,0.502,0.0548,0.0418,1,0.10800000000000001,-23.684,1,0.0356,78.455,4,0.506
El del Tatuaje,57,197232,0.203,0.6940000000000001,0.645,0.0,9,0.594,-3.41,1,0.0479,113.03,3,0.8370000000000001
(There's) No Gettin' over Me,39,196293,0.5489999999999999,0.599,0.47,2.47e-05,6,0.304,-10.477,0,0.0337,200.63099999999997,4,0.8109999999999999
After Rain,21,294000,0.505,0.48,0.418,0.0041600000000000005,11,0.11,-9.622,0,0.0312,132.404,4,0.319
Company,47,265144,0.63,0.903,0.37799999999999995,0.0,1,0.10099999999999999,-7.05,0,0.0761,119.994,4,0.867
Country Sunshine,31,123666,0.45799999999999996,0.45299999999999996,0.51,0.0,0,0.106,-8.94,1,0.0357,83.045,4,0.747
Late Night,45,167456,0.0659,0.797,0.738,0.000143,11,0.125,-5.376,0,0.17,114.976,4,0.76
Marry You,74,230120,0.332,0.62,0.8320000000000001,0.0,10,0.10400000000000001,-4.848,1,0.036000000000000004,144.92600000000002,4,0.48100000000000004
I Only Lie When I Love You,64,169720,0.0011099999999999999,0.65,0.8859999999999999,0.000129,11,0.33399999999999996,-4.821000000000001,1,0.0483,124.01299999999999,4,0.88
Abrázame Muy Fuerte,71,239426,0.6890000000000001,0.515,0.387,0.0,4,0.126,-7.343,0,0.0567,135.739,4,0.312
Down On The Corner,32,166280,0.594,0.831,0.544,0.00389,0,0.0736,-9.288,1,0.0837,108.177,4,0.856
A Good Night,73,203453,0.10400000000000001,0.53,0.7070000000000001,0.0,10,0.105,-5.516,1,0.203,109.82700000000001,4,0.696
Bang Bang - 3LAU Remix,8,186333,0.0137,0.6609999999999999,0.8740000000000001,2.38e-06,7,0.385,-3.326,0,0.0469,127.96799999999999,4,0.428
Khooneh Khali,22,276906,0.59,0.54,0.36,0.0007019999999999999,11,0.149,-12.557,1,0.0374,136.298,3,0.226
Girls Like You (feat. Cardi B),94,235545,0.568,0.851,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.44799999999999995
Yeah!,79,250373,0.0183,0.894,0.7909999999999999,0.0,2,0.0388,-4.699,1,0.11199999999999999,105.01799999999999,4,0.583
"Stay ""100""",64,192052,0.0565,0.838,0.48200000000000004,0.0,5,0.193,-9.25,0,0.0917,130.037,4,0.67
Kensington,51,198653,0.35600000000000004,0.664,0.584,0.8490000000000001,0,0.11,-14.0,1,0.141,89.87299999999999,4,0.391
S O R E E,13,225280,0.483,0.6940000000000001,0.5539999999999999,0.0534,1,0.107,-7.4079999999999995,0,0.0341,130.02200000000002,4,0.0646
Too Old To Cut The Mustard,31,172000,0.7609999999999999,0.8190000000000001,0.457,0.0,2,0.0576,-11.173,1,0.0409,106.09100000000001,4,0.805
Numb / Encore,76,205733,0.0603,0.687,0.7929999999999999,0.0,2,0.5820000000000001,-4.254,1,0.166,107.045,4,0.7509999999999999
Corner Store,36,91794,0.00455,0.813,0.483,0.922,5,0.122,-9.139,0,0.0462,132.999,4,0.21
Get Dripped (feat. Playboi Carti),0,158769,0.0987,0.955,0.49200000000000005,0.0,8,0.41700000000000004,-8.443999999999999,1,0.395,130.062,4,0.904
I Like It,95,253390,0.099,0.816,0.726,0.0,5,0.37200000000000005,-3.998,0,0.129,136.048,4,0.65
House Of Jealous Lovers,45,304786,0.000333,0.7290000000000001,0.7609999999999999,0.368,1,0.308,-4.277,1,0.0354,130.007,4,0.763
NOLA,59,188311,0.546,0.43700000000000006,0.327,0.0,7,0.115,-7.582999999999999,1,0.0326,114.072,4,0.0767
Blinded By The Light,63,428133,0.29100000000000004,0.456,0.696,0.000207,5,0.0853,-10.0,1,0.0653,142.156,4,0.508
Cancionero,36,126413,0.9590000000000001,0.374,0.10800000000000001,5.04e-05,2,0.10400000000000001,-15.849,1,0.0561,177.727,3,0.46299999999999997
Be Here Now,58,233600,0.203,0.557,0.703,0.000156,8,0.0927,-2.062,0,0.0277,150.037,4,0.228
Stingy,46,194240,0.271,0.6809999999999999,0.418,0.00415,7,0.102,-6.992000000000001,0,0.425,159.816,4,0.331
Off The Gas (feat. Lil Skies),67,192223,0.5770000000000001,0.669,0.42,2.22e-06,10,0.0998,-12.440999999999999,1,0.373,159.88,4,0.573
Bang Bang,79,199386,0.26,0.706,0.7859999999999999,0.0,0,0.38,-3.417,0,0.0909,150.035,4,0.7490000000000001
HANDGUN (feat. A$AP Rocky),49,214906,0.0297,0.848,0.523,0.0,8,0.27699999999999997,-7.772,1,0.41700000000000004,159.05700000000002,4,0.484
I Do,61,198854,0.158,0.623,0.645,0.0,0,0.111,-5.407,1,0.0334,137.071,4,0.316
"Here We Go (Hey Boy, Hey Girl)",63,158095,0.00141,0.583,0.9790000000000001,0.902,8,0.06,-3.83,1,0.0398,126.02799999999999,4,0.267
LMK_WHAT’S REALLY GOOD REMIX_ FEAT_PRINCESS NOKIA_JUNGLEPUSSY_CUPCAKKE_MS. BOOGIE_100 BPM,52,320833,0.0374,0.727,0.623,0.0,11,0.0896,-6.028,1,0.0512,99.98200000000001,4,0.22399999999999998
I Know You Know,58,225200,0.737,0.578,0.43799999999999994,0.00877,2,0.09699999999999999,-11.482999999999999,0,0.0696,89.083,4,0.79
People Change,69,212853,0.884,0.374,0.276,0.0123,7,0.122,-14.945,1,0.0353,80.169,4,0.41200000000000003
Ball And Chain,37,241560,0.0547,0.363,0.5329999999999999,0.0,0,0.115,-7.256,0,0.0297,73.741,4,0.222
Paradise,55,184391,0.00014,0.588,0.938,0.000135,1,0.209,-4.669,1,0.0633,133.035,4,0.7879999999999999
Mayores,81,202453,0.141,0.743,0.855,0.0045,5,0.099,-3.9760000000000004,0,0.0436,96.98899999999999,4,0.871
"Easy, Love",49,207069,0.746,0.5379999999999999,0.626,0.000383,8,0.198,-10.333,0,0.0426,120.971,4,0.337
Wanted Dead Or Alive,67,308666,0.13699999999999998,0.257,0.8029999999999999,0.0156,7,0.297,-3.886,1,0.0411,150.81799999999998,4,0.294
Tres,30,264571,0.5770000000000001,0.655,0.551,0.0,7,0.128,-5.57,0,0.0481,127.02799999999999,4,0.138
All The Way Up (Remix),68,284830,0.09699999999999999,0.564,0.7170000000000001,0.0,10,0.493,-6.403,0,0.397,117.48899999999999,5,0.423
She Like 2 Twerk,12,219183,0.00034500000000000004,0.5479999999999999,0.843,0.7140000000000001,1,0.0766,-5.932,1,0.0669,119.95100000000001,3,0.649
Uptown Funk,83,269666,0.00801,0.856,0.609,8.149999999999999e-05,0,0.0344,-7.223,1,0.0824,114.988,4,0.9279999999999999
Glad You Came,70,198186,0.0643,0.755,0.838,1.59e-05,7,0.11800000000000001,-4.5,0,0.0687,126.87700000000001,4,0.473
Theme from the Steps of Life,65,72973,0.996,0.601,0.0049,0.9570000000000001,6,0.0938,-25.680999999999997,1,0.0776,68.645,4,0.14300000000000002
Uncle Tom's Cabin,52,241506,0.18600000000000003,0.633,0.732,1.3699999999999998e-05,8,0.13,-6.785,1,0.0707,126.56700000000001,4,0.273
"All of Me (feat. Logic, ROZES)",63,228169,0.0018899999999999998,0.628,0.877,0.0,10,0.228,-3.016,0,0.040999999999999995,142.034,4,0.19899999999999998
You - Ha Ha Ha,44,186579,0.000742,0.5,0.902,0.13699999999999998,1,0.16399999999999998,-4.67,0,0.0718,91.059,4,0.619
Back Goin Brazy (feat. Future),40,207072,0.00157,0.938,0.495,6.11e-05,8,0.185,-6.257999999999999,1,0.105,130.033,4,0.17300000000000001
Just In Case - Acoustic,56,194162,0.907,0.611,0.345,0.0,5,0.11699999999999999,-6.629,1,0.0326,99.805,4,0.251
Hate Me,54,182190,0.00564,0.573,0.983,0.0,1,0.261,-4.006,1,0.196,105.06700000000001,4,0.447
Bad At Love,81,181279,0.0604,0.675,0.7509999999999999,0.0,0,0.0893,-3.5389999999999997,1,0.0296,118.384,4,0.612
BEBE,95,217822,0.172,0.635,0.902,0.0,0,0.125,-3.5589999999999997,1,0.109,102.06299999999999,4,0.28600000000000003
Hand Me Downs,8,255880,0.000886,0.34299999999999997,0.8270000000000001,1.08e-06,0,0.315,-6.327000000000001,1,0.0377,89.397,4,0.541
All My Friends (feat. Tinashe & Chance the Rapper),75,229746,0.11900000000000001,0.6890000000000001,0.521,8.41e-05,0,0.10800000000000001,-5.845,1,0.132,95.055,4,0.17800000000000002
Side Effects - Fedde Le Grand Remix,68,172360,0.0382,0.633,0.8540000000000001,2.8300000000000003e-05,0,0.434,-4.046,0,0.0432,126.02600000000001,4,0.659
X - Remix,89,235746,0.0561,0.6629999999999999,0.696,3.77e-05,9,0.0778,-4.957,0,0.10300000000000001,180.113,4,0.738
Reborn,79,324674,0.33899999999999997,0.585,0.597,0.0404,0,0.195,-7.499,1,0.037000000000000005,100.051,4,0.22699999999999998
Where's My Love - Piano Solo,28,274493,0.9890000000000001,0.539,0.0511,0.9279999999999999,3,0.127,-16.503,1,0.0588,179.99400000000003,4,0.135
Little House Of Savages,17,192426,0.00027,0.35600000000000004,0.9229999999999999,0.0145,11,0.0907,-4.039,1,0.0461,122.361,4,0.46399999999999997
Emotion,73,190330,0.0125,0.402,0.75,0.0019199999999999998,0,0.396,-6.607,1,0.0567,146.22299999999998,4,0.502
Rise,94,194407,0.32299999999999995,0.69,0.784,0.0,1,0.203,-4.6530000000000005,1,0.032,106.066,4,0.669
Hedonism (Just Because You Feel Good),51,207360,0.0874,0.563,0.536,0.000105,10,0.16399999999999998,-9.488,1,0.0286,81.094,4,0.312
Dat Side,1,259462,0.0124,0.867,0.563,0.0,1,0.0536,-8.431000000000001,1,0.141,147.97299999999998,4,0.502
The Outfield,2,239626,0.102,0.7070000000000001,0.669,1.04e-06,2,0.228,-4.561,1,0.0375,131.983,4,0.631
Sweet but Psycho,89,187436,0.0691,0.7190000000000001,0.7040000000000001,0.0,1,0.166,-4.724,1,0.0476,133.002,4,0.628
The Keeper Of The Stars,48,247626,0.529,0.5720000000000001,0.261,1.13e-06,2,0.145,-12.83,1,0.025,78.094,4,0.0669
Badgal Ri-Ri,17,248888,0.10400000000000001,0.653,0.33399999999999996,0.0401,0,0.109,-11.338,1,0.0272,81.05199999999999,4,0.10800000000000001
Everyday Is Like Sunday - 2011 Remastered Version,60,215266,0.00345,0.6,0.8690000000000001,0.441,0,0.311,-5.126,1,0.0302,117.064,4,0.56
Elevate,58,308360,0.007670000000000001,0.541,0.982,0.0007650000000000001,2,0.29100000000000004,-4.908,1,0.107,104.03,4,0.722
The Devil Went Down to Georgia,64,215066,0.131,0.517,0.535,0.0,0,0.085,-12.027000000000001,1,0.0494,135.08700000000002,4,0.9329999999999999
White Boi,59,185282,0.0983,0.83,0.49700000000000005,0.0,1,0.0906,-6.94,1,0.052000000000000005,127.965,4,0.634
I Know You Want Me (Calle Ocho),7,238680,0.0151,0.815,0.757,5.2600000000000005e-05,2,0.187,-5.351,1,0.165,127.052,4,0.8109999999999999
Kiss and Make Up,0,189173,0.0658,0.6779999999999999,0.7290000000000001,0.0,8,0.303,-4.188,1,0.13699999999999998,99.895,4,0.643
Colonizadores,50,336483,0.986,0.35,0.266,0.8909999999999999,6,0.10300000000000001,-19.502,1,0.0307,131.98,4,0.13699999999999998
When Love Breaks Down,47,245653,0.32899999999999996,0.47600000000000003,0.607,5.03e-06,1,0.0347,-7.46,1,0.0505,133.415,4,0.342
1960 What?,22,747222,0.515,0.511,0.505,6.26e-05,3,0.114,-10.773,1,0.0421,119.292,4,0.622
How Soon Is Now? - 2011 Remastered Version,68,408173,0.0008539999999999999,0.39799999999999996,0.93,0.121,11,0.0874,-6.76,1,0.0615,190.81799999999998,4,0.725
I Heard It Through The Grapevine - Single Version (Mono),61,193493,0.255,0.735,0.52,0.0,11,0.106,-6.18,1,0.0371,118.441,4,0.688
When Legends Rise,60,172826,0.000236,0.44,0.9159999999999999,1.9399999999999997e-05,4,0.0897,-4.2219999999999995,0,0.266,124.09899999999999,4,0.401
To The Moon,20,173384,0.141,0.851,0.48200000000000004,1.66e-06,2,0.0844,-6.136,0,0.0429,123.947,4,0.297
Many Words,38,220000,0.133,0.6609999999999999,0.764,0.223,11,0.121,-6.857,1,0.0412,149.971,4,0.39
Better Off Gone (Acoustic Sessions),29,204004,0.701,0.423,0.39299999999999996,0.0,3,0.21100000000000002,-5.909,1,0.0291,179.921,4,0.467
"+3 (feat. DJ Rashad, DJ Paypal & Nasty Nigel)",0,212546,0.0494,0.44,0.69,0.267,11,0.18899999999999997,-7.492999999999999,0,0.121,160.043,4,0.358
You Really Got A Hold On Me,56,173893,0.677,0.6759999999999999,0.245,0.0,0,0.319,-14.27,1,0.0299,86.338,4,0.532
Shy (Feat. Artinb),45,175500,0.436,0.619,0.68,0.0,8,0.0605,-5.361000000000001,0,0.429,83.896,4,0.6709999999999999
La Avispa,47,266480,0.483,0.9390000000000001,0.579,0.0,2,0.102,-5.0889999999999995,0,0.0376,128.046,4,0.8170000000000001
Without You (feat. Sandro Cavazza),50,181672,0.00179,0.652,0.855,0.0,2,0.0404,-4.832,1,0.0441,134.009,4,0.27899999999999997
STONE COLD,43,137377,0.03,0.917,0.509,0.0117,1,0.109,-6.877999999999999,1,0.0741,139.996,4,0.591
Heathen Heart,38,222484,0.00013000000000000002,0.33799999999999997,0.99,0.7609999999999999,1,0.0977,-3.6180000000000003,1,0.162,185.428,4,0.27699999999999997
By A Thread,38,276000,0.00602,0.391,0.925,0.0998,9,0.0585,-5.152,0,0.0365,173.99,4,0.138
Fast Car,81,212424,0.455,0.56,0.5920000000000001,0.0,9,0.297,-6.9510000000000005,1,0.0544,112.684,4,0.564
Short Court Style,29,223626,0.0239,0.772,0.83,0.0394,5,0.19699999999999998,-4.209,0,0.0543,93.04899999999999,4,0.893
I Got Burned,14,260853,0.0435,0.759,0.738,8.87e-05,9,0.23,-5.255,0,0.051,120.038,4,0.7709999999999999
Fine Line,37,159226,0.00807,0.6,0.866,0.0005639999999999999,9,0.114,-4.816,1,0.168,87.444,4,0.7609999999999999
Moves,74,142906,0.0541,0.789,0.53,0.0,2,0.16399999999999998,-6.2,1,0.293,75.515,4,0.36700000000000005
Te Ma Etmaje (feat. DJ Wirtual),48,225135,0.0185,0.843,0.7979999999999999,0.000593,10,0.435,-6.056,0,0.0856,111.03,4,0.816
Pedro Navaja,60,443480,0.779,0.5820000000000001,0.61,6.54e-06,11,0.267,-6.641,0,0.10300000000000001,93.65799999999999,4,0.826
18,53,205370,0.877,0.483,0.305,6.78e-05,11,0.126,-8.15,0,0.268,79.458,4,0.273
6ix Flags,44,222400,0.0791,0.659,0.615,0.0,2,0.172,-9.232000000000001,1,0.327,149.877,4,0.589
Everybody But You,56,214359,0.299,0.585,0.56,0.0,9,0.154,-7.992000000000001,0,0.175,167.903,4,0.586
Scared To Be Lonely - Brooks Remix,58,200624,0.0126,0.604,0.7959999999999999,0.0,1,0.106,-2.416,0,0.0597,127.991,4,0.225
Como una Ola,50,256093,0.758,0.602,0.465,1.92e-05,4,0.057999999999999996,-7.539,1,0.0314,104.265,4,0.397
I Don't Wanna Love You Anymore,78,201177,0.33799999999999997,0.7040000000000001,0.622,0.0,0,0.0915,-8.29,1,0.0404,104.984,4,0.5
You Really Got Me - Remastered,58,134066,0.147,0.588,0.948,7.92e-05,8,0.0787,-4.073,1,0.0974,137.29399999999998,4,0.9620000000000001
Love Her Too (feat. G-Eazy),68,179573,0.0396,0.723,0.7340000000000001,0.0,0,0.115,-3.736,1,0.262,86.93799999999999,4,0.8909999999999999
Money (That's What I Want),58,158493,0.349,0.6559999999999999,0.813,0.0,5,0.114,-7.324,1,0.033,132.313,4,0.96
Love And Happiness,53,278146,0.0269,0.884,0.469,0.0011099999999999999,1,0.073,-9.852,0,0.0372,94.345,4,0.897
With You - Bronze Whale Remix,45,241133,0.504,0.6920000000000001,0.7090000000000001,0.0355,4,0.107,-5.879,1,0.0356,105.00399999999999,4,0.45
See You Again,80,180386,0.371,0.5579999999999999,0.5589999999999999,7.49e-06,6,0.109,-9.222000000000001,1,0.0959,78.558,4,0.62
The Way I Am,83,186080,0.314,0.755,0.769,2.38e-06,10,0.0628,-5.6579999999999995,0,0.18600000000000003,114.96600000000001,4,0.642
Since When,63,206222,0.00017900000000000001,0.8640000000000001,0.5479999999999999,0.0,11,0.102,-9.434,0,0.175,134.991,4,0.207
Trouble Every Day,41,350053,0.506,0.311,0.775,0.0,2,0.897,-12.683,1,0.076,121.352,4,0.47700000000000004
Traicionera,23,225640,0.396,0.789,0.882,0.0,2,0.0313,-2.737,1,0.171,90.016,4,0.887
We Will Rock You - Remastered,51,122066,0.679,0.693,0.49700000000000005,0.0,2,0.258,-7.316,1,0.11900000000000001,81.308,4,0.473
Bloom - Bonus Track,76,210080,0.882,0.5920000000000001,0.41600000000000004,0.000586,1,0.11199999999999999,-9.794,1,0.0246,96.00200000000001,4,0.41700000000000004
Just Dance,68,241933,0.0337,0.8220000000000001,0.753,1.76e-05,1,0.218,-4.499,0,0.0332,118.98200000000001,4,0.7090000000000001
Heaven,14,243666,0.0596,0.34,0.41200000000000003,0.0,9,0.11699999999999999,-13.727,0,0.0268,69.857,4,0.402
Red Velvet,15,194943,0.0011,0.654,0.9009999999999999,0.25,9,0.349,-2.066,0,0.0504,140.004,4,0.669
What Makes You Beautiful,69,198053,0.00761,0.7290000000000001,0.7709999999999999,0.0,4,0.087,-2.451,1,0.0725,125.01100000000001,4,0.873
Ghana Meets Naija,33,200437,0.149,0.9209999999999999,0.684,0.0,11,0.0498,-3.9339999999999997,0,0.33,111.95,4,0.873
FA REAL,46,168933,0.41,0.843,0.7609999999999999,0.000454,10,0.0815,-6.482,0,0.331,74.953,4,0.85
Ooh La La,64,214080,0.579,0.601,0.574,1.1400000000000001e-05,2,0.21600000000000003,-8.166,1,0.03,147.964,4,0.8
WIFI LIT,75,176630,0.064,0.884,0.579,2.38e-06,2,0.182,-6.847,1,0.299,144.97299999999998,4,0.313
151 Rum,77,156695,0.19899999999999998,0.73,0.86,0.00182,7,0.322,-3.532,1,0.191,129.952,4,0.647
On My Way,3,264786,0.0555,0.6409999999999999,0.8290000000000001,5.28e-05,0,0.11800000000000001,-4.013999999999999,1,0.0422,127.991,4,0.33799999999999997
What's the Use?,59,288640,0.736,0.759,0.49200000000000005,0.009890000000000001,1,0.107,-10.338,0,0.12,104.97399999999999,4,0.561
Hard Time,22,209341,0.0245,0.528,0.6609999999999999,0.000332,0,0.359,-6.794,0,0.047,192.09,4,0.297
Frustrated,67,201463,0.321,0.441,0.57,0.0,2,0.0862,-6.186,1,0.0553,122.329,4,0.22899999999999998
See You Again - Rock Mafia Remix,29,196093,0.00686,0.6759999999999999,0.9590000000000001,1.36e-05,9,0.12300000000000001,-5.343999999999999,0,0.0613,138.986,4,0.8059999999999999
Common People,30,350373,0.00596,0.319,0.8390000000000001,7.99e-05,0,0.0764,-7.341,1,0.0404,144.938,4,0.5379999999999999
U Can't Touch This,73,257360,0.00456,0.867,0.517,0.000339,11,0.0864,-13.222000000000001,0,0.0875,133.148,4,0.866
California Dreaming,50,234774,3.16e-05,0.503,0.9670000000000001,0.0,7,0.299,-2.492,1,0.17600000000000002,95.006,4,0.254
Corpo Sensual,54,170649,0.11900000000000001,0.7170000000000001,0.9179999999999999,0.0,0,0.0751,-2.638,1,0.0482,153.983,4,0.9620000000000001
Angel Down,16,229146,0.7859999999999999,0.307,0.32299999999999995,0.0,9,0.107,-11.212,1,0.0342,128.659,4,0.0699
De Niña a Mujer,38,185826,0.21899999999999997,0.48200000000000004,0.33,3.64e-05,0,0.23600000000000002,-11.671,1,0.0349,105.027,4,0.201
